"age" "gender" "weight" "height" "bpm_ave" "duration" "calories" "type" "fat" "water" "freq" "level" "bmi"
"265" 42 "Male" 97.9 1.91 136 1.01 680 "Strength" 29 2.8 "3" "2" 26.84
"266" 52 "Female" 63.1 1.54 165 1.36 1010 "Strength" 34.8 1.8 "3" "2" 26.61
"267" 42 "Female" 72.4 1.69 148 1.07 713 "Yoga" 29 2.3 "3" "2" 25.35
"268" 46 "Female" 58.9 1.7 155 1.52 1060 "Strength" 17.1 2.7 "4" "3" 20.38
"269" 35 "Female" 50.4 1.6 156 1.03 803 "Cardio" 29.1 1.9 "4" "2" 19.69
"270" 35 "Female" 64.2 1.59 145 1.63 1182 "Yoga" 16.6 2.7 "5" "3" 25.39
"271" 19 "Female" 58.8 1.77 136 1.4 952 "HIIT" 32.8 2.7 "2" "1" 18.77
"272" 52 "Male" 105.2 1.62 141 1.36 949 "HIIT" 27.6 3.2 "3" "1" 40.09
"273" 33 "Female" 45.9 1.5 144 0.92 662 "Yoga" 29.8 1.7 "3" "1" 20.4
"274" 58 "Female" 65.2 1.63 121 1.12 610 "HIIT" 25.4 2 "3" "2" 24.54
"275" 53 "Female" 56.3 1.79 141 1.52 964 "Strength" 16.5 2.7 "5" "3" 17.57
"276" 50 "Male" 90 1.7 124 0.81 497 "Cardio" 22.9 2.7 "2" "1" 31.14
"277" 21 "Female" 60 1.7 123 1.97 1212 "Strength" 19.1 2.7 "5" "3" 20.76
"278" 50 "Male" 51.5 1.71 155 1.48 1136 "Yoga" 20.9 2.9 "2" "1" 17.61
"279" 31 "Female" 63.1 1.64 125 1.54 962 "Cardio" 19 2.7 "4" "3" 23.46
"280" 38 "Male" 91.5 1.77 140 0.8 616 "Yoga" 26.7 3.4 "2" "1" 29.21
"281" 37 "Male" 48.7 1.67 132 1.39 1009 "Yoga" 27.3 3 "2" "1" 17.46
"282" 25 "Female" 57.8 1.56 156 1.35 1053 "Yoga" 29.3 1.6 "3" "2" 23.75
"283" 24 "Female" 42 1.75 144 0.83 598 "Strength" 31.8 2.3 "3" "1" 13.71
"284" 20 "Male" 128.4 1.92 145 0.63 502 "Cardio" 26.1 2 "2" "1" 34.83
"285" 34 "Female" 74.2 1.57 158 1.47 1161 "Cardio" 32.7 2.4 "3" "1" 30.1
"286" 50 "Male" 89.6 1.68 139 1.79 1232 "Cardio" 12.2 3.5 "5" "3" 31.75
"287" 29 "Male" 125.9 2 152 1.36 1137 "Strength" 24.7 3.1 "4" "2" 31.48
"288" 39 "Male" 105.5 1.99 133 0.81 593 "HIIT" 26.4 2.5 "2" "1" 26.64
"289" 39 "Male" 93.4 1.7 155 1.1 938 "Strength" 21.1 2.5 "4" "2" 32.32
"290" 47 "Male" 82.1 1.84 136 1.37 922 "Strength" 24.4 3.4 "4" "2" 24.25
"291" 55 "Female" 42.9 1.69 140 0.9 567 "Yoga" 34.7 2.4 "2" "1" 15.02
"292" 55 "Male" 128.4 1.68 165 1.13 923 "Cardio" 20.4 2.6 "4" "2" 45.49
"293" 25 "Male" 112.4 1.96 135 1.42 1054 "Cardio" 23.2 2.5 "2" "1" 29.26
"294" 44 "Female" 77.7 1.79 165 1.41 1047 "HIIT" 28.1 2.2 "3" "1" 24.25
"295" 44 "Male" 89.3 1.99 135 1.4 936 "HIIT" 26.3 2 "4" "2" 22.55
"296" 51 "Female" 70.3 1.55 139 1.4 876 "Yoga" 26.1 1.6 "3" "1" 29.26
"297" 38 "Female" 59.1 1.72 148 1.07 792 "Cardio" 31.3 1.7 "3" "2" 19.98
"298" 47 "Female" 49.9 1.69 147 1.48 979 "HIIT" 26 1.7 "3" "2" 17.47
"299" 50 "Male" 101.7 1.67 127 0.53 333 "HIIT" 20.9 2.9 "2" "1" 36.47
"300" 45 "Male" 93 1.91 143 1.03 729 "Cardio" 27.3 3.7 "3" "2" 25.49
"301" 50 "Male" 87.4 1.6 122 0.77 465 "Strength" 23.2 3.1 "2" "1" 34.14
"302" 22 "Female" 55.1 1.61 144 1.62 1166 "HIIT" 19.9 2.7 "4" "3" 21.26
"303" 36 "Male" 123.7 1.69 138 1.3 987 "Cardio" 20.4 2.1 "4" "2" 43.31
"304" 21 "Female" 61.3 1.57 152 1.94 1474 "HIIT" 17.2 2.7 "4" "3" 24.87
"305" 52 "Male" 72.3 1.94 121 1.46 874 "Yoga" 21.1 2.9 "3" "2" 19.21
"306" 34 "Female" 69.2 1.53 134 1.36 911 "HIIT" 28.5 2.1 "2" "1" 29.56
"307" 45 "Male" 81.4 1.61 141 1.14 796 "Cardio" 30 2.2 "4" "2" 31.4
"308" 47 "Male" 84.8 1.86 129 1.85 1181 "HIIT" 14.4 3.5 "5" "3" 24.51
"309" 46 "Male" 55.1 1.72 137 1.43 970 "Yoga" 20.5 3.6 "3" "2" 18.62
"310" 23 "Female" 59 1.78 141 1.67 1177 "Yoga" 17.8 2.7 "5" "3" 18.62
"311" 52 "Female" 64.9 1.51 165 1.83 1359 "HIIT" 18.2 2.7 "4" "3" 28.46
"312" 58 "Male" 109.7 1.75 168 1.01 840 "HIIT" 22.1 2.7 "2" "1" 35.82
"313" 54 "Male" 78.4 1.9 146 0.81 585 "Yoga" 21.5 3.7 "2" "1" 21.72
"314" 41 "Female" 76.7 1.79 132 1.4 832 "Yoga" 34 2 "4" "2" 23.94
"315" 46 "Female" 63.1 1.61 152 1 684 "Strength" 34.7 2.2 "4" "2" 24.34
"316" 48 "Female" 62.9 1.58 124 1.98 1105 "Strength" 20 2.7 "4" "3" 25.2
"317" 52 "Male" 85.6 1.74 145 1.84 1321 "Yoga" 13.9 3.5 "4" "3" 28.27
"318" 50 "Female" 66.3 1.57 132 1.25 742 "HIIT" 31.6 1.6 "2" "1" 26.9
"319" 38 "Male" 61.3 1.97 146 1.37 1100 "Cardio" 23.5 2.8 "3" "1" 15.8
"320" 49 "Female" 44.1 1.65 133 1.16 694 "HIIT" 26.7 1.8 "4" "2" 16.2
"321" 40 "Male" 63.8 1.62 143 1.3 1022 "HIIT" 20.8 3.4 "2" "1" 24.31
"322" 50 "Female" 55.4 1.55 122 1.85 1016 "Strength" 18.5 2.7 "4" "3" 23.06
"323" 20 "Female" 74.7 1.58 166 1.04 863 "Strength" 32.8 2.4 "3" "2" 29.92
"324" 35 "Female" 78 1.67 168 1.13 949 "Strength" 33.3 2.5 "4" "2" 27.97
"325" 42 "Female" 57.5 1.67 149 1.14 764 "Yoga" 34.1 2.4 "2" "1" 20.62
"326" 59 "Female" 60.7 1.73 154 1.03 714 "Yoga" 33.8 2.5 "3" "2" 20.28
"327" 48 "Male" 69 1.74 167 1.48 1223 "HIIT" 30 2.3 "3" "2" 22.79
"328" 20 "Female" 75.8 1.78 133 1.42 944 "HIIT" 27.4 2 "4" "2" 23.92
"329" 57 "Female" 75.7 1.63 131 0.69 407 "Cardio" 32.6 2.3 "3" "1" 28.49
"330" 41 "Female" 71.2 1.64 147 1.42 939 "HIIT" 30.9 2.3 "3" "2" 26.47
"331" 49 "Male" 85 1.68 163 1.82 1468 "HIIT" 11.3 3.5 "4" "3" 30.12
"332" 39 "Female" 63.6 1.56 148 1.22 903 "Strength" 34.8 2.4 "2" "1" 26.13
"333" 40 "Male" 73.2 1.94 162 0.81 722 "Strength" 29 2.4 "2" "1" 19.45
"334" 19 "Female" 48.3 1.52 136 0.96 653 "Strength" 26.3 1.6 "2" "1" 20.91
"335" 44 "Female" 42.8 1.78 159 1.49 1066 "Strength" 25.3 2.6 "3" "2" 13.51
"336" 59 "Male" 88.1 1.76 168 1.35 1123 "Strength" 26.9 3 "3" "2" 28.44
"337" 19 "Female" 72.4 1.75 140 1.2 840 "Cardio" 31 1.7 "4" "2" 23.64
"338" 43 "Male" 73.2 1.88 142 1.17 822 "Cardio" 29.4 3.3 "3" "1" 20.71
"339" 34 "Male" 110.5 1.86 139 1.42 1086 "Cardio" 22.3 3.6 "2" "1" 31.94
"340" 57 "Female" 46.1 1.76 130 1.44 842 "Strength" 25.8 1.7 "3" "2" 14.88
"341" 50 "Male" 90.8 1.71 153 1.07 810 "Yoga" 22.6 3.4 "4" "2" 31.05
"342" 26 "Female" 59.3 1.51 129 1.7 1096 "Strength" 15.1 2.7 "5" "3" 26.01
"343" 56 "Female" 45.1 1.73 129 0.83 482 "Strength" 25.4 2.6 "3" "1" 15.07
"344" 46 "Male" 45 1.77 162 1.48 1187 "Cardio" 29.1 3.6 "3" "2" 14.36
"345" 59 "Male" 89.4 1.62 125 1.43 885 "Strength" 23.5 3.6 "3" "2" 34.06
"346" 43 "Male" 127.7 1.69 155 1.14 875 "Cardio" 24.1 2.9 "3" "2" 44.71
"347" 52 "Male" 70.9 1.72 143 1.31 927 "Strength" 20.2 2.6 "3" "2" 23.97
"348" 42 "Female" 49.2 1.5 131 1.15 678 "HIIT" 27.7 1.5 "3" "2" 21.87
"349" 41 "Female" 62.3 1.79 162 1.99 1451 "Yoga" 19 2.7 "5" "3" 19.44
"350" 30 "Male" 64.1 1.87 142 0.64 500 "Yoga" 26.2 2.1 "2" "1" 18.33
"351" 24 "Female" 69.7 1.75 146 1.41 1029 "Cardio" 32.5 2 "3" "1" 22.76
"352" 53 "Female" 56.9 1.59 164 1.49 1100 "HIIT" 29.5 2 "3" "2" 22.51
"353" 37 "Female" 53 1.71 156 1.13 881 "Yoga" 28.1 1.7 "4" "2" 18.13
"354" 18 "Female" 72.7 1.55 125 0.84 525 "Cardio" 29.8 2 "3" "1" 30.26
"355" 25 "Male" 76.5 1.96 120 0.67 442 "Strength" 23.2 2.3 "3" "1" 19.91
"356" 33 "Male" 113.6 1.99 125 1.38 949 "Strength" 28.4 3.4 "2" "1" 28.69
"357" 31 "Female" 62.5 1.62 169 1.56 1318 "HIIT" 16.5 2.7 "4" "3" 23.81
"358" 29 "Male" 95.2 1.86 141 0.64 496 "Yoga" 26.6 2.5 "2" "1" 27.52
"359" 40 "Male" 51.7 1.82 160 0.9 792 "Strength" 21.4 3 "3" "1" 15.61
"360" 32 "Male" 105.3 1.67 143 0.57 448 "Cardio" 26.9 2.9 "3" "1" 37.76
"361" 45 "Female" 71.2 1.68 144 1.37 888 "Strength" 34.1 1.6 "3" "1" 25.23
"362" 51 "Female" 78.1 1.51 134 0.92 555 "Strength" 31.1 2.6 "3" "1" 34.25
"363" 19 "Female" 50.6 1.68 145 1.21 877 "Yoga" 30.6 2.1 "3" "2" 17.93
"364" 49 "Male" 70.2 1.89 127 0.7 440 "Yoga" 29.6 2.6 "3" "1" 19.65
"365" 40 "Female" 62.6 1.53 143 1.93 1380 "Cardio" 18.1 2.7 "5" "3" 26.74
"366" 39 "Female" 60.6 1.65 167 0.92 768 "HIIT" 27.6 1.7 "3" "1" 22.26
"367" 42 "Male" 76.4 1.97 157 1.14 886 "HIIT" 22.9 2.6 "3" "2" 19.69
"368" 39 "Female" 63.3 1.71 125 1.88 1175 "Strength" 18.5 2.7 "4" "3" 21.65
"369" 39 "Female" 68.6 1.64 154 1.33 1024 "Cardio" 32.4 1.5 "3" "2" 25.51
"370" 59 "Male" 123.3 1.88 161 1.3 1036 "HIIT" 23 2.6 "4" "2" 34.89
"371" 23 "Male" 107 1.94 120 1.35 891 "HIIT" 23.5 2.9 "2" "1" 28.43
"372" 32 "Male" 68.3 1.92 165 1.42 1289 "Strength" 29.9 3.5 "2" "1" 18.53
"373" 54 "Female" 47.8 1.6 155 1.19 830 "Cardio" 26 2.3 "4" "2" 18.67
"374" 50 "Female" 58.4 1.79 131 1.6 943 "HIIT" 17 2.7 "4" "3" 18.23
"375" 25 "Female" 74.3 1.71 157 1.43 1123 "Yoga" 25.6 1.6 "3" "2" 25.41
"376" 22 "Male" 106.8 1.82 130 1 715 "Yoga" 28.2 2.3 "4" "2" 32.24
"377" 56 "Male" 125.5 1.8 131 1.26 817 "Strength" 20.9 2.7 "4" "2" 38.73
"378" 21 "Female" 55.2 1.55 161 1.37 1103 "Strength" 31.7 1.7 "4" "2" 22.98
"379" 23 "Female" 71.4 1.72 169 1.25 1056 "Strength" 25.6 1.5 "2" "1" 24.13
"380" 49 "Male" 77.7 1.61 158 1.03 806 "Strength" 26.7 3.4 "3" "2" 29.98
"381" 47 "Male" 88.4 1.6 126 1.86 1160 "HIIT" 14.2 3.5 "5" "3" 34.53
"382" 52 "Male" 104.8 1.99 130 0.93 598 "Cardio" 24 2 "2" "1" 26.46
"383" 57 "Male" 82.2 1.69 155 1.15 882 "Strength" 25.2 3.4 "4" "2" 28.78
"384" 33 "Female" 68.2 1.75 150 0.85 638 "Strength" 29 1.7 "2" "1" 22.27
"385" 30 "Male" 91.4 1.99 152 1.37 1145 "HIIT" 23 3.7 "3" "2" 23.08
"386" 59 "Female" 42.1 1.65 132 1.22 725 "Strength" 33 2.2 "2" "1" 15.46
"387" 47 "Female" 68.7 1.76 137 1.37 845 "Strength" 27.7 2.4 "3" "2" 22.18
"388" 36 "Female" 47.2 1.74 160 1.5 1200 "Cardio" 32.2 1.6 "4" "2" 15.59
"389" 34 "Male" 92 1.76 143 0.73 574 "Yoga" 22.1 3.5 "3" "1" 29.7
"390" 36 "Male" 56.2 1.95 128 1.09 767 "Strength" 22.5 3.4 "4" "2" 14.78
"391" 45 "Male" 58.4 1.72 150 1.31 973 "HIIT" 23.4 3.1 "4" "2" 19.74
"392" 43 "Male" 82.9 1.95 160 1.9 1505 "Cardio" 12.9 3.5 "5" "3" 21.8
"393" 54 "Female" 66.9 1.74 129 1.24 720 "HIIT" 29.5 2.1 "2" "1" 22.1
"394" 43 "Male" 66.3 1.85 121 1.18 707 "Cardio" 27.5 3.2 "2" "1" 19.37
"395" 40 "Male" 93.6 1.93 157 1.38 1192 "Cardio" 22.1 2 "3" "1" 25.13
"396" 26 "Female" 64.1 1.5 134 1.93 1293 "Strength" 15.1 2.7 "5" "3" 28.49
"397" 29 "Male" 86.7 1.62 122 1.52 1020 "Strength" 13.9 3.5 "4" "3" 33.04
"398" 18 "Female" 62 1.59 162 1.23 996 "Strength" 33.2 2.2 "4" "2" 24.52
"399" 18 "Female" 58.1 1.61 150 1.9 1425 "Yoga" 15.3 2.7 "4" "3" 22.41
"400" 51 "Female" 64.9 1.6 125 1.49 838 "Yoga" 31.1 2.5 "4" "2" 25.35
"401" 49 "Female" 69.3 1.62 122 1.14 626 "HIIT" 28.8 1.9 "4" "2" 26.41
"402" 42 "Female" 42.7 1.74 130 1.04 608 "Strength" 32.9 1.6 "3" "1" 14.1
"403" 57 "Female" 51.4 1.63 134 1.2 724 "Yoga" 33.7 2 "4" "2" 19.35
"404" 18 "Female" 67.4 1.6 164 0.6 492 "Strength" 33.5 2.4 "3" "1" 26.33
"405" 33 "Female" 55.6 1.61 147 1.77 1301 "Yoga" 18.9 2.7 "4" "3" 21.45
"406" 56 "Male" 125.3 1.86 129 1 639 "Yoga" 22.7 2.2 "3" "2" 36.22
"407" 22 "Male" 102.1 1.85 157 1.48 1278 "Cardio" 28.1 2.4 "4" "2" 29.83
"408" 39 "Male" 61.9 1.77 166 1.32 1205 "Strength" 25.3 2.3 "3" "1" 19.76
"409" 46 "Male" 108.8 1.64 169 1.4 1171 "Strength" 20.5 3.4 "3" "1" 40.45
"410" 20 "Female" 51.1 1.58 169 0.5 422 "Yoga" 29.6 1.6 "2" "1" 20.47
"411" 29 "Male" 81.7 1.99 126 1.45 1005 "Strength" 29.4 3.2 "2" "1" 20.63
"412" 43 "Female" 42.7 1.66 134 0.73 440 "Yoga" 33.9 1.9 "2" "1" 15.5
"413" 33 "Male" 81.8 1.99 137 1.59 1198 "Strength" 10.5 3.5 "4" "3" 20.66
"414" 54 "Male" 54.6 1.76 137 1.28 868 "Cardio" 27.4 3.3 "4" "2" 17.63
"415" 39 "Male" 107.7 1.88 160 0.72 634 "Strength" 28.1 3.6 "2" "1" 30.47
"416" 46 "Female" 56.9 1.6 143 0.88 566 "Cardio" 27.7 1.6 "3" "1" 22.23
"417" 31 "Male" 78.8 1.71 121 1.49 992 "HIIT" 24.7 2.5 "4" "2" 26.95
"418" 45 "Female" 48.2 1.64 159 1.25 894 "Strength" 32.1 2.5 "4" "2" 17.92
"419" 22 "Female" 50.7 1.59 139 1.27 883 "Strength" 29.4 1.8 "3" "2" 20.05
"420" 47 "Male" 86.6 1.99 153 1.98 1500 "Strength" 10.6 3.5 "4" "3" 21.87
"421" 22 "Male" 96.3 1.63 162 1.35 1203 "Cardio" 27.1 2.4 "4" "2" 36.25
"422" 29 "Male" 80.8 1.98 145 1.65 1316 "Strength" 14.6 3.5 "5" "3" 20.61
"423" 33 "Female" 58 1.53 126 1.84 1159 "Strength" 18.3 2.7 "5" "3" 24.78
"424" 43 "Male" 95.9 1.85 157 1.28 995 "Yoga" 27.7 3.4 "2" "1" 28.02
"425" 43 "Female" 61.5 1.58 149 1.86 1247 "HIIT" 16.8 2.7 "5" "3" 24.64
"426" 38 "Female" 40.6 1.79 161 0.62 499 "Cardio" 26.8 2.7 "2" "1" 12.67
"427" 56 "Male" 82.5 1.87 124 1.51 927 "Yoga" 13.2 3.5 "5" "3" 23.59
"428" 53 "Male" 105.1 1.84 130 0.69 444 "Cardio" 23.3 2.9 "3" "1" 31.04
"429" 50 "Female" 58.1 1.58 120 1.93 1042 "Yoga" 19.3 2.7 "5" "3" 23.27
"430" 47 "Female" 61 1.76 153 1.54 1060 "HIIT" 15.6 2.7 "5" "3" 19.69
"431" 54 "Female" 64.5 1.53 120 1.74 940 "Yoga" 17.2 2.7 "4" "3" 27.55
"432" 40 "Male" 58.2 1.98 138 1.43 1085 "Cardio" 24 2.5 "3" "2" 14.85
"433" 27 "Female" 69.5 1.76 121 0.94 569 "Strength" 34.4 2 "3" "1" 22.44
"434" 22 "Male" 62.2 1.84 140 0.51 393 "Strength" 21.5 2.3 "3" "1" 18.37
"435" 53 "Female" 68 1.7 139 1.06 663 "HIIT" 25.1 2.4 "4" "2" 23.53
"436" 51 "Female" 56.3 1.5 142 1.43 914 "Cardio" 27.4 2.4 "3" "1" 25.02
"437" 48 "Male" 94.5 1.7 140 1.01 700 "Cardio" 28.2 3.5 "3" "2" 32.7
"438" 27 "Female" 58 1.79 143 1.39 994 "Cardio" 27.1 1.5 "2" "1" 18.1
"439" 36 "Male" 84 1.94 123 1.8 1218 "HIIT" 11.2 3.5 "5" "3" 22.32
"440" 49 "Male" 61 1.87 131 1.14 739 "Strength" 21.3 3 "4" "2" 17.44
"441" 18 "Female" 64.8 1.53 141 1.98 1396 "Yoga" 18.6 2.7 "5" "3" 27.68
"442" 22 "Male" 45.7 1.77 139 1.04 795 "HIIT" 20.7 2.4 "3" "1" 14.59
"443" 21 "Male" 80.9 1.9 137 1.8 1356 "Yoga" 11.7 3.5 "4" "3" 22.41
"444" 33 "Female" 64.1 1.63 120 1.58 948 "Strength" 16.4 2.7 "5" "3" 24.13
"445" 41 "Male" 67 1.77 149 1.22 900 "HIIT" 25.6 2.6 "3" "2" 21.39
"446" 33 "Male" 106.5 1.6 152 1.4 1170 "Strength" 27.3 3.3 "4" "2" 41.6
"447" 19 "Male" 95.1 1.85 143 1.21 952 "Yoga" 25.3 2.3 "4" "2" 27.79
"448" 45 "Female" 65.5 1.57 133 0.66 395 "Cardio" 34.3 2.3 "2" "1" 26.57
"449" 49 "Male" 105.7 1.64 155 1.2 921 "Cardio" 29.5 3.1 "3" "2" 39.3
"450" 44 "Female" 48 1.76 124 0.88 491 "Yoga" 28.6 2.6 "2" "1" 15.5
"451" 37 "Female" 69.5 1.5 130 0.69 448 "Cardio" 32.8 2.4 "2" "1" 30.89
"452" 41 "Male" 66.1 1.69 143 0.77 545 "Yoga" 27.4 3.4 "2" "1" 23.14
"453" 29 "Male" 68 1.7 150 0.76 627 "HIIT" 28.9 2.9 "2" "1" 23.53
"454" 52 "Male" 50.3 1.78 132 0.85 555 "HIIT" 24.5 2.3 "2" "1" 15.88
"455" 50 "Female" 69.3 1.68 135 1.2 729 "HIIT" 30.3 2 "2" "1" 24.55
"456" 50 "Male" 86.7 1.63 143 1.7 1203 "Cardio" 12.1 3.5 "4" "3" 32.63
"457" 54 "Male" 125.9 1.94 132 1.35 882 "Strength" 28.5 2.9 "3" "2" 33.45
"458" 29 "Male" 88.1 1.93 143 1.88 1479 "Cardio" 11.1 3.5 "5" "3" 23.65
"459" 20 "Male" 124.3 1.82 145 1.25 997 "Cardio" 22.4 3.2 "3" "2" 37.53
"460" 18 "Male" 62 1.85 121 0.88 586 "Strength" 23.7 3 "3" "1" 18.12
"461" 50 "Female" 69.7 1.72 135 1.24 753 "Strength" 27.3 2 "4" "2" 23.56
"462" 57 "Female" 60.9 1.52 157 1.31 926 "Strength" 30.6 1.8 "3" "2" 26.36
"463" 27 "Male" 76.5 1.97 165 1.13 1025 "Strength" 21.3 2.3 "2" "1" 19.71
"464" 46 "Male" 94.7 1.82 120 1.47 873 "Cardio" 23.2 3.2 "3" "2" 28.59
"465" 30 "Male" 67.9 1.75 168 1.25 1155 "Yoga" 29.1 3.1 "2" "1" 22.17
"466" 29 "Male" 121.1 1.87 130 1.31 937 "HIIT" 24.1 3.2 "4" "2" 34.63
"467" 48 "Female" 71.5 1.64 154 1.46 1012 "Yoga" 32.5 1.9 "4" "2" 26.58
"468" 19 "Male" 98.6 1.7 162 0.83 740 "Cardio" 21.1 2.4 "2" "1" 34.12
"469" 52 "Female" 68.2 1.63 148 1.17 779 "Strength" 27.5 2.4 "3" "1" 25.67
"470" 40 "Female" 57.7 1.69 156 1.18 920 "HIIT" 33.1 2.4 "4" "2" 20.2
"471" 34 "Male" 124.6 1.63 136 1.41 1055 "HIIT" 27.6 2.8 "3" "2" 46.9
"472" 43 "Female" 73 1.59 158 1.31 931 "Yoga" 28.9 2.2 "3" "1" 28.88
"473" 25 "Female" 59.4 1.51 161 1.62 1304 "Cardio" 19.8 2.7 "5" "3" 26.05
"474" 46 "Female" 52 1.65 147 0.7 463 "Cardio" 34.1 1.9 "2" "1" 19.1
"475" 43 "Female" 42.2 1.65 148 1.33 886 "Cardio" 34.6 2.3 "3" "2" 15.5
"476" 27 "Male" 89.3 1.64 162 1.82 1622 "HIIT" 12.1 3.5 "4" "3" 33.2
"477" 43 "Male" 110 1.76 122 1.09 658 "Yoga" 22 3.4 "3" "1" 35.51
"478" 51 "Female" 66.2 1.58 129 0.86 499 "HIIT" 31.3 2.3 "3" "1" 26.52
"479" 58 "Male" 58.6 1.66 161 1.21 964 "HIIT" 26.8 2.9 "2" "1" 21.27
"480" 24 "Male" 51 1.67 133 0.97 710 "Strength" 21.3 2.8 "3" "1" 18.29
"481" 21 "Male" 101.5 1.95 131 0.97 699 "Yoga" 27.9 3.1 "3" "1" 26.69
"482" 28 "Male" 114.2 1.87 166 1.05 959 "Strength" 20.2 3.2 "3" "2" 32.66
"483" 46 "Male" 54.4 1.72 161 0.91 725 "Cardio" 24.8 2.9 "2" "1" 18.39
"484" 53 "Female" 52.4 1.57 149 1.34 898 "HIIT" 28.3 2.2 "3" "2" 21.26
"485" 42 "Male" 85.2 1.81 151 1.54 1151 "Yoga" 13.7 3.5 "5" "3" 26.01
"486" 38 "Male" 83.6 1.74 151 1.66 1379 "Cardio" 11.6 3.5 "5" "3" 27.61
"487" 53 "Male" 115.4 1.92 161 1.36 1084 "Yoga" 28.3 2.2 "4" "2" 31.3
"488" 27 "Male" 71.2 1.97 151 0.74 615 "HIIT" 25.9 3.6 "3" "1" 18.35
"489" 54 "Female" 78.1 1.6 145 1.1 718 "Yoga" 32.9 2.4 "4" "2" 30.51
"490" 26 "Female" 54.2 1.65 120 1.07 642 "Cardio" 34.9 1.9 "4" "2" 19.91
"491" 41 "Female" 77.6 1.76 161 1.27 920 "Strength" 31.8 2.2 "4" "2" 25.05
"492" 52 "Female" 44.1 1.62 121 1.41 768 "HIIT" 34.8 1.6 "3" "1" 16.8
"493" 52 "Male" 85.5 1.8 136 1.7 1144 "Strength" 10.1 3.5 "5" "3" 26.39
"494" 53 "Female" 47.8 1.76 149 1.06 711 "HIIT" 28.4 1.5 "4" "2" 15.43
"495" 35 "Male" 102.5 1.94 158 0.84 730 "Cardio" 21.1 2.4 "2" "1" 27.23
"496" 56 "Male" 118 1.9 126 0.66 412 "HIIT" 22.6 3.2 "2" "1" 32.69
"497" 49 "Male" 82.3 1.84 146 1.29 932 "Strength" 28.4 3.4 "4" "2" 24.31
"498" 41 "Male" 81.6 1.87 128 1.87 1185 "HIIT" 10.2 3.5 "5" "3" 23.33
"499" 40 "Male" 60.2 1.88 141 1.22 946 "Cardio" 25.2 3 "3" "2" 17.03
"500" 49 "Female" 49.2 1.54 153 1.28 881 "HIIT" 30.7 2.1 "3" "2" 20.75
"501" 54 "Female" 46.6 1.5 165 1.38 1025 "Strength" 30.6 2 "2" "1" 20.71
"502" 29 "Female" 68.7 1.72 168 1.08 907 "Cardio" 29.8 1.7 "4" "2" 23.22
"503" 30 "Female" 60.6 1.55 120 1.3 780 "Strength" 32.9 1.6 "3" "2" 25.22
"504" 40 "Male" 52.1 1.61 128 0.87 612 "HIIT" 21.3 3.3 "2" "1" 20.1
"505" 42 "Female" 46.6 1.77 139 0.61 382 "Yoga" 28.1 2.6 "2" "1" 14.87
"506" 52 "Male" 65.5 1.74 138 1.48 1011 "Strength" 26.2 2.8 "4" "2" 21.63
"507" 58 "Female" 44.2 1.57 155 1.08 753 "HIIT" 31.9 2.3 "3" "1" 17.93
"508" 47 "Male" 89.1 1.84 159 1.44 1133 "Yoga" 24 3.6 "3" "2" 26.32
"509" 34 "Male" 65.9 1.62 164 0.81 731 "Yoga" 28.8 2.2 "2" "1" 25.11
"510" 37 "Female" 55.6 1.57 123 0.97 597 "Cardio" 29.2 2.4 "2" "1" 22.56
"511" 42 "Male" 63.7 1.98 128 1.37 868 "Yoga" 24 3 "2" "1" 16.25
"512" 39 "Male" 86.2 1.82 160 1.96 1725 "Strength" 10.2 3.5 "5" "3" 26.02
"513" 30 "Female" 59.2 1.63 141 1.85 1304 "Strength" 17.8 2.7 "4" "3" 22.28
"514" 36 "Male" 85.4 1.88 137 1.98 1492 "Yoga" 13.5 3.5 "5" "3" 24.16
"515" 53 "Female" 68.1 1.55 131 1.41 831 "HIIT" 26.1 2.2 "4" "2" 28.35
"516" 29 "Female" 60 1.62 161 0.85 684 "Strength" 28.1 1.9 "2" "1" 22.86
"517" 58 "Female" 74.8 1.69 162 1.28 933 "Strength" 32.8 2.3 "4" "2" 26.19
"518" 36 "Male" 90.3 1.65 158 1.38 1199 "Cardio" 23.7 3.4 "4" "2" 33.17
"519" 29 "Male" 86.1 1.65 128 1.66 1169 "HIIT" 11.2 3.5 "4" "3" 31.63
"520" 26 "Male" 73.7 1.66 125 0.93 639 "Yoga" 26.7 2.2 "2" "1" 26.75
"521" 24 "Female" 67.7 1.56 138 1.42 980 "HIIT" 27 2.1 "3" "2" 27.82
"522" 45 "Male" 78.3 1.96 167 1.29 1066 "Cardio" 29 2.2 "3" "1" 20.38
"523" 31 "Female" 48.2 1.65 166 1.1 913 "Cardio" 26.1 2.5 "2" "1" 17.7
"524" 48 "Female" 56.8 1.51 126 1.37 777 "HIIT" 32.1 2.1 "4" "2" 24.91
"525" 36 "Male" 112.4 1.63 135 1.02 757 "Cardio" 25 3.4 "4" "2" 42.3
"526" 33 "Female" 59 1.67 124 0.9 558 "Cardio" 33.7 1.9 "3" "1" 21.16
"527" 22 "Male" 98.4 1.88 135 0.52 386 "Cardio" 21.3 2.2 "2" "1" 27.84
"528" 52 "Male" 66.5 1.6 120 1.34 796 "HIIT" 26.8 2.1 "4" "2" 25.98
"529" 29 "Male" 106.5 1.81 156 1.29 1107 "Cardio" 25.7 2.5 "4" "2" 32.51
